id,prog_id,description,table_id,level,loaded
28073,73,National identity (detailed): Other identity only: Middle Eastern and Asian: Central Asian,TS028,4,1
28074,74,National identity (detailed): Other identity only: Middle Eastern and Asian: Asian not otherwise specified,TS028,4,1
28075,75,National identity (detailed): Other identity only: American and Caribbean,TS028,2,1
28076,76,National identity (detailed): Other identity only: American and Caribbean: North American,TS028,3,1
28077,77,National identity (detailed): Other identity only: American and Caribbean: North American: Canadian,TS028,4,1
28078,78,National identity (detailed): Other identity only: American and Caribbean: North American: US Citizen,TS028,4,1
28079,79,National identity (detailed): Other identity only: American and Caribbean: North American: Other North American,TS028,4,1
28080,80,National identity (detailed): Other identity only: American and Caribbean: Central American,TS028,3,1
28081,81,National identity (detailed): Other identity only: American and Caribbean: South American,TS028,3,1
28082,82,National identity (detailed): Other identity only: American and Caribbean: Caribbean,TS028,3,1
28083,83,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Jamaican,TS028,4,1
28084,84,National identity (detailed): Other identity only: American and Caribbean: Caribbean: Other Caribbean,TS028,4,1
28085,85,National identity (detailed): Other identity only: Antarctican and Oceanian,TS028,2,1
28086,86,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian,TS028,3,1
28087,87,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Australian,TS028,4,1
28088,88,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: New Zealander,TS028,4,1
28089,89,National identity (detailed): Other identity only: Antarctican and Oceanian: Australasian: Other Australasian,TS028,4,1
28090,90,National identity (detailed): Other identity only: Antarctican and Oceanian: Other Oceanian,TS028,3,1
28091,91,National identity (detailed): Other identity only: Other,TS028,2,1
24001,1,Main language (detailed): Total: All usual residents aged 3 years and over,TS024,0,1
24002,2,Main language (detailed): English (English or Welsh in Wales),TS024,1,1
24003,3,Main language (detailed): Welsh or Cymraeg (in England only),TS024,1,1
24004,4,Main language (detailed): Other UK language,TS024,1,1
24005,5,Main language (detailed): Other UK language: Gaelic (Irish),TS024,2,1
24006,6,Main language (detailed): Other UK language: Gaelic (Scottish),TS024,2,1
24007,7,Main language (detailed): Other UK language: Manx Gaelic,TS024,2,1
24008,8,Main language (detailed): Other UK language: Gaelic (Not otherwise specified),TS024,2,1
24009,9,Main language (detailed): Other UK language: Cornish,TS024,2,1
24010,10,Main language (detailed): Other UK language: Scots,TS024,2,1
24011,11,Main language (detailed): Other UK language: Ulster Scots,TS024,2,1
24012,12,Main language (detailed): Other UK language: Romany English,TS024,2,1
24013,13,Main language (detailed): Other UK language: Irish Traveller Cant,TS024,2,1
24014,14,Main language (detailed): French,TS024,1,1
24015,15,Main language (detailed): Portuguese,TS024,1,1
24016,16,Main language (detailed): Spanish,TS024,1,1
24017,17,Main language (detailed): Other European language (EU),TS024,1,1
24018,18,Main language (detailed): Other European language (EU): Italian,TS024,2,1
24019,19,Main language (detailed): Other European language (EU): German,TS024,2,1
24020,20,Main language (detailed): Other European language (EU): Polish,TS024,2,1
24021,21,Main language (detailed): Other European language (EU): Slovak,TS024,2,1
24022,22,Main language (detailed): Other European language (EU): Czech,TS024,2,1
24023,23,Main language (detailed): Other European language (EU): Romanian,TS024,2,1
24024,24,Main language (detailed): Other European language (EU): Lithuanian,TS024,2,1
24025,25,Main language (detailed): Other European language (EU): Latvian,TS024,2,1
24026,26,Main language (detailed): Other European language (EU): Hungarian,TS024,2,1
24027,27,Main language (detailed): Other European language (EU): Bulgarian,TS024,2,1
24028,28,Main language (detailed): Other European language (EU): Greek,TS024,2,1
24029,29,Main language (detailed): Other European language (EU): Dutch,TS024,2,1
24030,30,Main language (detailed): Other European language (EU): Swedish,TS024,2,1
24031,31,Main language (detailed): Other European language (EU): Danish,TS024,2,1
24032,32,Main language (detailed): Other European language (EU): Finnish,TS024,2,1
24033,33,Main language (detailed): Other European language (EU): Estonian,TS024,2,1
24034,34,Main language (detailed): Other European language (EU): Slovenian,TS024,2,1
24035,35,Main language (detailed): Other European language (EU): Maltese,TS024,2,1
24036,36,Main language (detailed): Other European language (EU): Any other European language (EU),TS024,2,1
24037,37,Main language (detailed): Other European language (non EU),TS024,1,1
24038,38,Main language (detailed): Other European language (non EU): Albanian,TS024,2,1
24039,39,Main language (detailed): Other European language (non EU): Ukrainian,TS024,2,1
24040,40,Main language (detailed): Other European language (non EU): Any other Eastern European language (non EU),TS024,2,1
24041,41,Main language (detailed): Other European language (non EU): Northern European language (non EU),TS024,2,1
24042,42,Main language (detailed): Other European language (EU and non-EU),TS024,1,1
24043,43,"Main language (detailed): Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",TS024,1,1
24044,44,Main language (detailed): Other European language (non-national),TS024,1,1
24045,45,Main language (detailed): Other European language (non-national): Any Romani language,TS024,2,1
24046,46,Main language (detailed): Other European language (non-national): Yiddish,TS024,2,1
24047,47,Main language (detailed): Russian,TS024,1,1
24048,48,Main language (detailed): Turkish,TS024,1,1
24049,49,Main language (detailed): Arabic,TS024,1,1
24050,50,Main language (detailed): West or Central Asian language,TS024,1,1
24051,51,Main language (detailed): West or Central Asian language: Hebrew,TS024,2,1
24052,52,Main language (detailed): West or Central Asian language: Kurdish,TS024,2,1
24053,53,Main language (detailed): West or Central Asian language: Persian or Farsi,TS024,2,1
24054,54,Main language (detailed): West or Central Asian language: Pashto,TS024,2,1
24055,55,Main language (detailed): West or Central Asian language: Any other West or Central Asian language,TS024,2,1
24056,56,Main language (detailed): South Asian language,TS024,1,1
24057,57,Main language (detailed): South Asian language: Urdu,TS024,2,1
24058,58,Main language (detailed): South Asian language: Hindi,TS024,2,1
24059,59,Main language (detailed): South Asian language: Panjabi,TS024,2,1
24060,60,Main language (detailed): South Asian language: Pakistani Pahari (with Mirpuri and Potwari),TS024,2,1
24061,61,Main language (detailed): South Asian language: Bengali (with Sylheti and Chatgaya),TS024,2,1
24062,62,Main language (detailed): South Asian language: Gujarati,TS024,2,1
24063,63,Main language (detailed): South Asian language: Marathi,TS024,2,1
24064,64,Main language (detailed): South Asian language: Telugu,TS024,2,1
24065,65,Main language (detailed): South Asian language: Tamil,TS024,2,1
24066,66,Main language (detailed): South Asian language: Malayalam,TS024,2,1
24067,67,Main language (detailed): South Asian language: Sinhala,TS024,2,1
24068,68,Main language (detailed): South Asian language: Nepalese,TS024,2,1
24069,69,Main language (detailed): South Asian language: Any other South Asian language,TS024,2,1
24070,70,Main language (detailed): East Asian language,TS024,1,1
24071,71,Main language (detailed): East Asian language: Mandarin Chinese,TS024,2,1
24072,72,Main language (detailed): East Asian language: Cantonese Chinese,TS024,2,1
24073,73,Main language (detailed): East Asian language: All other Chinese,TS024,2,1
24074,74,Main language (detailed): East Asian language: Japanese,TS024,2,1
24075,75,Main language (detailed): East Asian language: Korean,TS024,2,1
24076,76,Main language (detailed): East Asian language: Vietnamese,TS024,2,1
24077,77,Main language (detailed): East Asian language: Thai,TS024,2,1
24078,78,Main language (detailed): East Asian language: Malay,TS024,2,1
24079,79,Main language (detailed): East Asian language: Tagalog or Filipino,TS024,2,1
24080,80,Main language (detailed): East Asian language: Any other East Asian language,TS024,2,1
24081,81,Main language (detailed): Oceanic or Australian language,TS024,1,1
24082,82,Main language (detailed): North or South American language,TS024,1,1
24083,83,Main language (detailed): Caribbean Creole,TS024,1,1
24084,84,Main language (detailed): Caribbean Creole: English-based Caribbean Creole,TS024,2,1
24085,85,Main language (detailed): Caribbean Creole: Any other Caribbean Creole,TS024,2,1
24086,86,Main language (detailed): African language,TS024,1,1
24087,87,Main language (detailed): African language: Amharic,TS024,2,1
24088,88,Main language (detailed): African language: Tigrinya,TS024,2,1
24089,89,Main language (detailed): African language: Somali,TS024,2,1
24090,90,Main language (detailed): African language: Krio,TS024,2,1
24091,91,Main language (detailed): African language: Akan,TS024,2,1
24092,92,Main language (detailed): African language: Yoruba,TS024,2,1
24093,93,Main language (detailed): African language: Igbo,TS024,2,1
24094,94,Main language (detailed): African language: Swahili or Kiswahili,TS024,2,1
24095,95,Main language (detailed): African language: Luganda,TS024,2,1
24096,96,Main language (detailed): African language: Lingala,TS024,2,1
24097,97,Main language (detailed): African language: Shona,TS024,2,1
24098,98,Main language (detailed): African language: Afrikaans,TS024,2,1
24099,99,Main language (detailed): African language: Any other Nigerian language,TS024,2,1
24100,100,Main language (detailed): African language: Any other West African language,TS024,2,1
24101,101,Main language (detailed): African language: Any other African language,TS024,2,1
24102,102,Main language (detailed): Sign language,TS024,1,1
24103,103,Main language (detailed): Sign language: British Sign Language,TS024,2,1
24104,104,Main language (detailed): Sign language: Any other sign language,TS024,2,1
24105,105,Main language (detailed): Sign language: Any sign communication system,TS024,2,1
24106,106,Main language (detailed): Other language,TS024,1,1
25001,1,Household language (English and Welsh): Total: All households,TS025,0,0
25002,2,"Household language (English and Welsh): All adults in household have English in England, or English or Welsh in Wales as a main language",TS025,1,1
25003,3,"Household language (English and Welsh): At least one but not all adults in household have English in England, or English or Welsh in Wales as a main language",TS025,1,1
25004,4,"Household language (English and Welsh): No adults in household, but at least one person aged 3 to 15 years, has English in England or English or Welsh in Wales as a main language",TS025,1,1
25005,5,"Household language (English and Welsh): No people in household have English in England, or English or Welsh in Wales as a main language",TS025,1,1
29001,1,Proficiency in English language: Total: All usual residents aged 3 years and over,TS029,0,0
29002,2,Proficiency in English language: Main language is English (English or Welsh in Wales),TS029,1,1
29003,3,Proficiency in English language: Main language is not English (English or Welsh in Wales),TS029,1,1
29004,4,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,TS029,2,1
29005,5,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,TS029,2,1
29006,6,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,TS029,2,1
29007,7,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,TS029,2,1
26001,1,Multiple main languages in household: Total: All households,TS026,0,0
26002,2,Multiple main languages in household: One-person household,TS026,1,1
26003,3,Multiple main languages in household: All household members have the same main language,TS026,1,1
26004,4,"Multiple main languages in household: Main language differs between generations, but not within partnerships",TS026,1,1
26005,5,Multiple main languages in household: Main language differs within partnerships,TS026,1,1
26006,6,Multiple main languages in household: Any other combination of multiple main languages,TS026,1,1
30001,1,Religion: Total: All usual residents,TS030,0,0
30002,2,Religion: No religion,TS030,1,1
30003,3,Religion: Christian,TS030,1,1
30004,4,Religion: Buddhist,TS030,1,1
30005,5,Religion: Hindu,TS030,1,1
30006,6,Religion: Jewish,TS030,1,1
30007,7,Religion: Muslim,TS030,1,1
30008,8,Religion: Sikh,TS030,1,1
30009,9,Religion: Other religion,TS030,1,1
30010,10,Religion: Not answered,TS030,1,1
31001,1,Religion (detailed): Total: All Usual Residents,TS031,0,0
31002,2,Religion (detailed): Christian,TS031,1,1
31003,3,Religion (detailed): Buddhist,TS031,1,1
31004,4,Religion (detailed): Hindu,TS031,1,1
31005,5,Religion (detailed): Jewish,TS031,1,1
31006,6,Religion (detailed): Muslim,TS031,1,1
31007,7,Religion (detailed): Sikh,TS031,1,1
31008,8,Religion (detailed): No religion,TS031,1,1
31009,9,Religion (detailed): No religion: Agnostic,TS031,2,1
31010,10,Religion (detailed): No religion: Atheist,TS031,2,1
31011,11,Religion (detailed): No religion: Free Thinker,TS031,2,1
31012,12,Religion (detailed): No religion: Humanist,TS031,2,1
31013,13,Religion (detailed): No religion: No religion,TS031,2,1
31014,14,Religion (detailed): No religion: Realist,TS031,2,1
31015,15,Religion (detailed): Other religion,TS031,1,1
31016,16,Religion (detailed): Other religion: Alevi,TS031,2,1
31017,17,Religion (detailed): Other religion: Animism,TS031,2,1
31018,18,Religion (detailed): Other religion: Baha'i,TS031,2,1
31019,19,Religion (detailed): Other religion: Believe in God,TS031,2,1
31020,20,Religion (detailed): Other religion: Brahma Kumari,TS031,2,1
31021,21,Religion (detailed): Other religion: Chinese Religion,TS031,2,1
31022,22,Religion (detailed): Other religion: Church of All Religion,TS031,2,1
31023,23,Religion (detailed): Other religion: Confucianist,TS031,2,1
31024,24,Religion (detailed): Other religion: Deist,TS031,2,1
31025,25,Religion (detailed): Other religion: Druid,TS031,2,1
31026,26,Religion (detailed): Other religion: Druze,TS031,2,1
31027,27,Religion (detailed): Other religion: Eckankar,TS031,2,1
31028,28,Religion (detailed): Other religion: Heathen,TS031,2,1
31029,29,Religion (detailed): Other religion: Jain,TS031,2,1
31030,30,Religion (detailed): Other religion: Mixed Religion,TS031,2,1
31031,31,Religion (detailed): Other religion: Mysticism,TS031,2,1
31032,32,Religion (detailed): Other religion: Native American Church,TS031,2,1
31033,33,Religion (detailed): Other religion: New Age,TS031,2,1
31034,34,Religion (detailed): Other religion: Occult,TS031,2,1
31035,35,Religion (detailed): Other religion: Other religions,TS031,2,1
31036,36,Religion (detailed): Other religion: Own Belief System,TS031,2,1
31037,37,Religion (detailed): Other religion: Pagan,TS031,2,1
31038,38,Religion (detailed): Other religion: Pantheism,TS031,2,1
31039,39,Religion (detailed): Other religion: Rastafarian,TS031,2,1
31040,40,Religion (detailed): Other religion: Ravidassia,TS031,2,1
31041,41,Religion (detailed): Other religion: Reconstructionist,TS031,2,1
31042,42,Religion (detailed): Other religion: Satanism,TS031,2,1
31043,43,Religion (detailed): Other religion: Scientology,TS031,2,1
31044,44,Religion (detailed): Other religion: Shamanism,TS031,2,1
31045,45,Religion (detailed): Other religion: Shintoism,TS031,2,1
31046,46,Religion (detailed): Other religion: Spiritual,TS031,2,1
31047,47,Religion (detailed): Other religion: Spiritualist,TS031,2,1
31048,48,Religion (detailed): Other religion: Taoist,TS031,2,1
31049,49,Religion (detailed): Other religion: Theism,TS031,2,1
31050,50,Religion (detailed): Other religion: Thelemite,TS031,2,1
31051,51,Religion (detailed): Other religion: Traditional African Religion,TS031,2,1
31052,52,Religion (detailed): Other religion: Unification Church,TS031,2,1
31053,53,Religion (detailed): Other religion: Universalist,TS031,2,1
31054,54,Religion (detailed): Other religion: Valmiki,TS031,2,1
31055,55,Religion (detailed): Other religion: Vodun,TS031,2,1
31056,56,Religion (detailed): Other religion: Wicca,TS031,2,1
31057,57,Religion (detailed): Other religion: Witchcraft,TS031,2,1
31058,58,Religion (detailed): Other religion: Yazidi,TS031,2,1
31059,59,Religion (detailed): Other religion: Zoroastrian,TS031,2,1
31060,60,Religion (detailed): Religion not stated,TS031,1,1
75001,1,Multi religion household: Total,TS075,0,0
75002,2,Multi religion household: One-person household,TS075,1,1
75003,3,Multi religion household: Multi-person household: No people stated their religion,TS075,1,1
75004,4,Multi religion household: Multi-person household: Same religion (at least one person has stated a religion but the household may include people who did not state their religion),TS075,1,1
75005,5,Multi religion household: Multi-person household: No religion (household may include people who did not state their religion),TS075,1,1
75006,6,Multi religion household: Multi-person household: Same religion and no religion (household may include people who did not state their religion),TS075,1,1
75007,7,Multi religion household: Multi-person household: At least two different religions stated (household may include people with no religion and who did not state their religion),TS075,1,1
66001,1,Economic activity status: Total: All usual residents aged 16 years and over,TS066,0,1
66002,2,Economic activity status: Economically active (excluding full-time students),TS066,1,1
66003,3,Economic activity status: Economically active (excluding full-time students):In employment,TS066,2,1
66004,4,Economic activity status: Economically active (excluding full-time students):In employment:Employee,TS066,3,1
66005,5,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Part-time,TS066,4,1
66006,6,Economic activity status: Economically active (excluding full-time students): In employment: Employee: Full-time,TS066,4,1
66007,7,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed with employees,TS066,3,1
66008,8,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,TS066,4,1
66009,9,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,TS066,4,1
66010,10,Economic activity status: Economically active (excluding full-time students):In employment:Self-employed without employees,TS066,3,1
66011,11,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,TS066,4,1
66012,12,Economic activity status: Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,TS066,4,1
66013,13,Economic activity status: Economically active (excluding full-time students): Unemployed,TS066,3,1
66014,14,Economic activity status: Economically active and a full-time student,TS066,1,1
66015,15,Economic activity status: Economically active and a full-time student:In employment,TS066,2,1
66016,16,Economic activity status: Economically active and a full-time student:In employment:Employee,TS066,3,1
66017,17,Economic activity status: Economically active and a full-time student: In employment: Employee: Part-time,TS066,4,1
66018,18,Economic activity status: Economically active and a full-time student: In employment: Employee: Full-time,TS066,4,1
66019,19,Economic activity status: Economically active and a full-time student:In employment:Self-employed with employees,TS066,3,1
66020,20,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Part-time,TS066,4,1
66021,21,Economic activity status: Economically active and a full-time student: In employment: Self-employed with employees: Full-time,TS066,4,1
66022,22,Economic activity status: Economically active and a full-time student:In employment:Self-employed without employees,TS066,3,1
66023,23,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Part-time,TS066,4,1
66024,24,Economic activity status: Economically active and a full-time student: In employment: Self-employed without employees: Full-time,TS066,4,1
66025,25,Economic activity status: Economically active and a full-time student: Unemployed,TS066,3,1
66026,26,Economic activity status: Economically inactive,TS066,1,1
66027,27,Economic activity status: Economically inactive: Retired,TS066,2,1
66028,28,Economic activity status: Economically inactive: Student,TS066,2,1
66029,29,Economic activity status: Economically inactive: Looking after home or family,TS066,2,1
66030,30,Economic activity status: Economically inactive: Long-term sick or disabled,TS066,2,1
66031,31,Economic activity status: Economically inactive: Other,TS066,2,1
63001,1,Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census,TS063,0,1
63002,2,"Occupation (current): 1. Managers, directors and senior officials",TS063,1,1
63003,3,Occupation (current): 2. Professional occupations,TS063,1,1
63004,4,Occupation (current): 3. Associate professional and technical occupations,TS063,1,1
63005,5,Occupation (current): 4. Administrative and secretarial occupations,TS063,1,1
63006,6,Occupation (current): 5. Skilled trades occupations,TS063,1,1
63007,7,"Occupation (current): 6. Caring, leisure and other service occupations",TS063,1,1
63008,8,Occupation (current): 7. Sales and customer service occupations,TS063,1,1
63009,9,"Occupation (current): 8. Process, plant and machine operatives",TS063,1,1
63010,10,Occupation (current): 9. Elementary occupations,TS063,1,1
64001,1,Occupation (current): Total: All usual residents aged 16 years and over in employment the week before the census,TS064,0,0
64002,2,Occupation (current): 111 Chief Executives and Senior Officials,TS064,1,1
64003,3,Occupation (current): 112 Production Managers and Directors,TS064,1,1
64004,4,Occupation (current): 113 Functional Managers and Directors,TS064,1,1
64005,5,"Occupation (current): 114 Directors in Logistics, Warehousing and Transport",TS064,1,1
64006,6,Occupation (current): 115 Managers and Directors in Retail and Wholesale,TS064,1,1
64007,7,Occupation (current): 116 Senior Officers in Protective Services,TS064,1,1
64008,8,Occupation (current): 117 Health and Social Services Managers and Directors,TS064,1,1
64009,9,Occupation (current): 121 Managers and Proprietors in Agriculture Related Services,TS064,1,1
64010,10,Occupation (current): 122 Managers and Proprietors in Hospitality and Leisure Services,TS064,1,1
64011,11,Occupation (current): 123 Managers and Proprietors in Health and Care Services,TS064,1,1
64012,12,"Occupation (current): 124 Managers in Logistics, Warehousing and Transport",TS064,1,1
64013,13,Occupation (current): 125 Managers and Proprietors in Other Services,TS064,1,1
64014,14,Occupation (current): 211 Natural and Social Science Professionals,TS064,1,1
64015,15,Occupation (current): 212 Engineering Professionals,TS064,1,1
64016,16,Occupation (current): 213 Information Technology Professionals,TS064,1,1
64017,17,Occupation (current): 214 Web and Multimedia Design Professionals,TS064,1,1
64018,18,Occupation (current): 215 Conservation and Environment Professionals,TS064,1,1
64019,19,Occupation (current): 216 Research and Development (R&D) and Other Research Professionals,TS064,1,1
64020,20,Occupation (current): 221 Medical Practitioners,TS064,1,1
64021,21,Occupation (current): 222 Therapy Professionals,TS064,1,1
64022,22,Occupation (current): 223 Nursing and Midwifery Professionals,TS064,1,1
64023,23,Occupation (current): 224 Veterinarians,TS064,1,1
64024,24,Occupation (current): 225 Other Health Professionals,TS064,1,1
64025,25,Occupation (current): 231 Teaching and other Educational Professionals,TS064,1,1
64026,26,Occupation (current): 232 Other Educational Professionals,TS064,1,1
64027,27,Occupation (current): 241 Legal Professionals,TS064,1,1
64028,28,Occupation (current): 242 Finance Professionals,TS064,1,1
64029,29,"Occupation (current): 243 Business, Research and Administrative Professionals",TS064,1,1
64030,30,Occupation (current): 244 Business and Financial Project Management Professionals,TS064,1,1
64031,31,"Occupation (current): 245 Architects, Chartered Architectural Technologists, Planning Officers, Surveyors and Construction Professionals",TS064,1,1
64032,32,Occupation (current): 246 Welfare Professionals,TS064,1,1
64033,33,Occupation (current): 247 Librarians and Related Professionals,TS064,1,1
64034,34,Occupation (current): 248 Quality and Regulatory Professionals,TS064,1,1
64035,35,Occupation (current): 249 Media Professionals,TS064,1,1
64036,36,"Occupation (current): 311 Science, Engineering and Production Technicians",TS064,1,1
64037,37,"Occupation (current): 312 CAD, Drawing and Architectural Technicians",TS064,1,1
64038,38,Occupation (current): 313 Information Technology Technicians,TS064,1,1
64039,39,Occupation (current): 321 Health Associate Professionals,TS064,1,1
64040,40,Occupation (current): 322 Welfare and Housing Associate Professionals,TS064,1,1
64041,41,Occupation (current): 323 Teaching and Childcare Associate Professionals,TS064,1,1
64042,42,Occupation (current): 324 Veterinary nurses,TS064,1,1
64043,43,Occupation (current): 331 Protective Service Occupations,TS064,1,1
64044,44,"Occupation (current): 341 Artistic, Literary and Media Occupations",TS064,1,1
64045,45,Occupation (current): 342 Design Occupations,TS064,1,1
64046,46,Occupation (current): 343 Sports and Fitness Occupations,TS064,1,1
64047,47,Occupation (current): 351 Transport Associate Professionals,TS064,1,1
64048,48,Occupation (current): 352 Legal Associate Professionals,TS064,1,1
64049,49,Occupation (current): 353 Finance Associate Professionals,TS064,1,1
64050,50,Occupation (current): 354 Business Associate Professionals,TS064,1,1
64051,51,"Occupation (current): 355 Sales, Marketing and Related Associate Professionals",TS064,1,1
64052,52,Occupation (current): 356 Public Services Associate Professionals,TS064,1,1
64053,53,"Occupation (current): 357 HR, Training and Other Vocational Associate Guidance Professionals",TS064,1,1
64054,54,Occupation (current): 358 Regulatory Associate Professionals,TS064,1,1
64055,55,Occupation (current): 411 Administrative Occupations: Government and Related Organisations,TS064,1,1
64056,56,Occupation (current): 412 Administrative Occupations: Finance,TS064,1,1
64057,57,Occupation (current): 413 Administrative Occupations: Records,TS064,1,1
64058,58,Occupation (current): 414 Administrative Occupations: Office Managers and Supervisors,TS064,1,1
64059,59,Occupation (current): 415 Other Administrative Occupations,TS064,1,1
64060,60,Occupation (current): 421 Secretarial and Related Occupations,TS064,1,1
64061,61,Occupation (current): 511 Agricultural and Related Trades,TS064,1,1
64062,62,"Occupation (current): 521 Metal Forming, Welding and Related Trades",TS064,1,1
64063,63,"Occupation (current): 522 Metal Machining, Fitting and Instrument Making Trades",TS064,1,1
64064,64,Occupation (current): 523 Vehicle Trades,TS064,1,1
64065,65,Occupation (current): 524 Electrical and Electronic Trades,TS064,1,1
64066,66,"Occupation (current): 525 Skilled Metal, Electrical and Electronic Trades Supervisors",TS064,1,1
64067,67,Occupation (current): 531 Construction and Building Trades,TS064,1,1
64068,68,Occupation (current): 532 Building Finishing Trades,TS064,1,1
64069,69,Occupation (current): 533 Construction and Building Trades Supervisors,TS064,1,1
64070,70,Occupation (current): 541 Textiles and Garments Trades,TS064,1,1
64071,71,Occupation (current): 542 Printing Trades,TS064,1,1
64072,72,Occupation (current): 543 Food Preparation and Hospitality Trades,TS064,1,1
64073,73,Occupation (current): 544 Other Skilled Trades,TS064,1,1
64074,74,Occupation (current): 611 Teaching and Childcare Support Occupations,TS064,1,1
64075,75,Occupation (current): 612 Animal Care and Control Services,TS064,1,1
64076,76,Occupation (current): 613 Caring Personal Services,TS064,1,1
64077,77,Occupation (current): 621 Leisure and Travel Services,TS064,1,1
64078,78,Occupation (current): 622 Hairdressers and Related Services,TS064,1,1
64079,79,Occupation (current): 623 Housekeeping and Related Services,TS064,1,1
64080,80,Occupation (current): 624 Cleaning and Housekeeping Managers and Supervisors,TS064,1,1
64081,81,Occupation (current): 625 Bed and Breakfast and Guest House Owners and Proprietors,TS064,1,1
64082,82,Occupation (current): 631 Community and Civil Enforcement Occupations,TS064,1,1
64083,83,Occupation (current): 711 Sales Assistants and Retail Cashiers,TS064,1,1
64084,84,Occupation (current): 712 Sales Related Occupations,TS064,1,1
64085,85,Occupation (current): 713 Shopkeepers and Sales Supervisors,TS064,1,1
64086,86,Occupation (current): 721 Customer Service Occupations,TS064,1,1
64087,87,Occupation (current): 722 Customer Service Supervisors,TS064,1,1
64088,88,Occupation (current): 811 Process Operatives,TS064,1,1
64089,89,Occupation (current): 812 Metal Working Machine Operatives,TS064,1,1
64090,90,Occupation (current): 813 Plant and Machine Operatives,TS064,1,1
64091,91,Occupation (current): 814 Assemblers and Routine Operatives,TS064,1,1
64092,92,Occupation (current): 815 Construction Operatives,TS064,1,1
64093,93,"Occupation (current): 816 Production, Factory and Assembly Supervisors",TS064,1,1
64094,94,Occupation (current): 821 Road Transport Drivers,TS064,1,1
64095,95,Occupation (current): 822 Mobile Machine Drivers and Operatives,TS064,1,1
64096,96,Occupation (current): 823 Other Drivers and Transport Operatives,TS064,1,1
64097,97,Occupation (current): 911 Elementary Agricultural Occupations,TS064,1,1
64098,98,Occupation (current): 912 Elementary Construction Occupations,TS064,1,1
64099,99,Occupation (current): 913 Elementary Process Plant Occupations,TS064,1,1
64100,100,Occupation (current): 921 Elementary Administration Occupations,TS064,1,1
64101,101,Occupation (current): 922 Elementary Cleaning Occupations,TS064,1,1
64102,102,Occupation (current): 923 Elementary Security Occupations,TS064,1,1
64103,103,Occupation (current): 924 Elementary Sales Occupations,TS064,1,1
64104,104,Occupation (current): 925 Elementary Storage Occupations,TS064,1,1
64105,105,Occupation (current): 926 Other Elementary Services Occupations,TS064,1,1
62001,1,National Statistics Socio-economic Classification (NS-SEC): Total: All usual residents aged 16 years and over,TS062,0,0
62002,2,"National Statistics Socio-economic Classification (NS-SEC): L1, L2 and L3 Higher managerial, administrative and professional occupations",TS062,1,1
62003,3,"National Statistics Socio-economic Classification (NS-SEC): L4, L5 and L6 Lower managerial, administrative and professional occupations",TS062,1,1
62004,4,National Statistics Socio-economic Classification (NS-SEC): L7 Intermediate occupations,TS062,1,1
62005,5,National Statistics Socio-economic Classification (NS-SEC): L8 and L9 Small employers and own account workers,TS062,1,1
62006,6,National Statistics Socio-economic Classification (NS-SEC): L10 and L11 Lower supervisory and technical occupations,TS062,1,1
62007,7,National Statistics Socio-economic Classification (NS-SEC): L12 Semi-routine occupations,TS062,1,1
62008,8,National Statistics Socio-economic Classification (NS-SEC): L13 Routine occupations,TS062,1,1
62009,9,National Statistics Socio-economic Classification (NS-SEC): L14.1 and L14.2 Never worked and long-term unemployed,TS062,1,1
62010,10,National Statistics Socio-economic Classification (NS-SEC): L15 Full-time students,TS062,1,1
60001,1,Industry (current): Total: All usual residents aged 16 years and over in employment the week before the census,TS060,0,0
60002,2,"Industry (current): A: Agriculture, Forestry and fishing",TS060,1,1
60003,3,"Industry (current): 01 Crop and animal production, hunting and related service activities",TS060,2,1
60004,4,Industry (current): 02 Forestry and logging,TS060,2,1
60005,5,Industry (current): 03 Fishing and aquaculture,TS060,2,1
60006,6,Industry (current): B: Mining and quarrying,TS060,1,1
60007,7,Industry (current): 05 Mining of coal and lignite,TS060,2,1
60008,8,Industry (current): 06 Extraction of crude petroleum and natural gas,TS060,2,1
60009,9,Industry (current): 07 Mining of metal ores,TS060,2,1
60010,10,Industry (current): 08 Other mining and quarrying,TS060,2,1
60011,11,Industry (current): 09 Mining support service activities,TS060,2,1
60012,12,Industry (current): C: Manufacturing,TS060,1,1
60013,13,Industry (current): 10 Manufacture of food products,TS060,2,1
